,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__penalty,param_clf__C,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,35.06000089645386,0.0,0.07399916648864746,0.0,lbfgs,none,0.05,"{'clf__solver': 'lbfgs', 'clf__penalty': 'none', 'clf__C': 0.05}",0.8768332541833115,0.8768332541833115,0.0,5
1,702.364387512207,0.0,0.03598785400390625,0.0,newton-cg,none,1,"{'clf__solver': 'newton-cg', 'clf__penalty': 'none', 'clf__C': 1}",0.8951308768891247,0.8951308768891247,0.0,3
2,33.937000036239624,0.0,0.09700131416320801,0.0,lbfgs,l2,0.5,"{'clf__solver': 'lbfgs', 'clf__penalty': 'l2', 'clf__C': 0.5}",0.8620275442076152,0.8620275442076152,0.0,8
3,58.59700012207031,0.0,0.05499887466430664,0.0,sag,none,2,"{'clf__solver': 'sag', 'clf__penalty': 'none', 'clf__C': 2}",0.8951867474928067,0.8951867474928067,0.0,1
4,32.417001247406006,0.0,0.07999873161315918,0.0,lbfgs,l2,0.1,"{'clf__solver': 'lbfgs', 'clf__penalty': 'l2', 'clf__C': 0.1}",0.823001927535827,0.823001927535827,0.0,9
5,703.1533360481262,0.0,0.0280001163482666,0.0,newton-cg,none,0.05,"{'clf__solver': 'newton-cg', 'clf__penalty': 'none', 'clf__C': 0.05}",0.8951308768891247,0.8951308768891247,0.0,3
6,57.804001331329346,0.0,0.0709989070892334,0.0,sag,none,0.05,"{'clf__solver': 'sag', 'clf__penalty': 'none', 'clf__C': 0.05}",0.8951867474928067,0.8951867474928067,0.0,1
7,23.01600170135498,0.0,0.07999944686889648,0.0,lbfgs,l2,0.01,"{'clf__solver': 'lbfgs', 'clf__penalty': 'l2', 'clf__C': 0.01}",0.7327709025896025,0.7327709025896025,0.0,10
8,47.313002586364746,0.0,0.051001548767089844,0.0,newton-cg,l2,0.5,"{'clf__solver': 'newton-cg', 'clf__penalty': 'l2', 'clf__C': 0.5}",0.8655753275414141,0.8655753275414141,0.0,7
9,51.05799961090088,0.0,0.044002532958984375,0.0,newton-cg,l2,1,"{'clf__solver': 'newton-cg', 'clf__penalty': 'l2', 'clf__C': 1}",0.8754364890912646,0.8754364890912646,0.0,6
