,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__learning_rate,param_clf__base_estimator,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,458.89254927635193,0.0,2.1850011348724365,0.0,250,0.01,Perceptron(),"{'clf__n_estimators': 250, 'clf__learning_rate': 0.01, 'clf__base_estimator': Perceptron()}",0.8600720730787497,0.8600720730787497,0.0,5
1,738.7004451751709,0.0,0.33400416374206543,0.0,50,5,SGDClassifier(),"{'clf__n_estimators': 50, 'clf__learning_rate': 5, 'clf__base_estimator': SGDClassifier()}",0.21289493532977624,0.21289493532977624,0.0,9
2,185.99951100349426,0.0,0.12400293350219727,0.0,10,5,SGDClassifier(),"{'clf__n_estimators': 10, 'clf__learning_rate': 5, 'clf__base_estimator': SGDClassifier()}",0.15573930776322037,0.15573930776322037,0.0,10
3,21.519511699676514,0.0,0.09099769592285156,0.0,150,10,DecisionTreeClassifier(),"{'clf__n_estimators': 150, 'clf__learning_rate': 10, 'clf__base_estimator': DecisionTreeClassifier()}",0.9296030393608403,0.9296030393608403,0.0,1
4,21.257513999938965,0.0,0.14699792861938477,0.0,10,0.1,DecisionTreeClassifier(),"{'clf__n_estimators': 10, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier()}",0.9296030393608403,0.9296030393608403,0.0,1
5,47.88350987434387,0.0,0.21800017356872559,0.0,50,0.5,Perceptron(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.5, 'clf__base_estimator': Perceptron()}",0.8011844567980557,0.8011844567980557,0.0,6
6,32.58651518821716,0.0,2.739000082015991,0.0,250,0.5,BernoulliNB(),"{'clf__n_estimators': 250, 'clf__learning_rate': 0.5, 'clf__base_estimator': BernoulliNB()}",0.5118026650277956,0.5118026650277956,0.0,8
7,21.55151057243347,0.0,0.09399938583374023,0.0,250,0.001,DecisionTreeClassifier(),"{'clf__n_estimators': 250, 'clf__learning_rate': 0.001, 'clf__base_estimator': DecisionTreeClassifier()}",0.9296030393608403,0.9296030393608403,0.0,1
8,17.92199730873108,0.0,0.07900071144104004,0.0,100,0.5,DecisionTreeClassifier(),"{'clf__n_estimators': 100, 'clf__learning_rate': 0.5, 'clf__base_estimator': DecisionTreeClassifier()}",0.9296030393608403,0.9296030393608403,0.0,1
9,21.88499903678894,0.0,1.7780005931854248,0.0,50,0.001,BernoulliNB(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.001, 'clf__base_estimator': BernoulliNB()}",0.5879822331480291,0.5879822331480291,0.0,7
