,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_leaf,param_clf__max_depth,param_clf__criterion,param_clf__bootstrap,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,13.695839881896973,0.0,0.12200570106506348,0.0,5,8,30,gini,True,"{'clf__n_estimators': 5, 'clf__min_samples_leaf': 8, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.9145459116685756,0.9145459116685756,0.0,4
1,83.96389055252075,0.0,0.21300172805786133,0.0,25,32,50,entropy,False,"{'clf__n_estimators': 25, 'clf__min_samples_leaf': 32, 'clf__max_depth': 50, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.9203005838478084,0.9203005838478084,0.0,2
2,79.10184001922607,0.0,0.2840449810028076,0.0,30,8,50,entropy,True,"{'clf__n_estimators': 30, 'clf__min_samples_leaf': 8, 'clf__max_depth': 50, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.944241137525491,0.944241137525491,0.0,1
3,8.232320547103882,0.0,0.07100129127502441,0.0,1,16,15,entropy,True,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 16, 'clf__max_depth': 15, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.7745062435399614,0.7745062435399614,0.0,10
4,19.792839288711548,0.0,0.17400455474853516,0.0,10,1,15,gini,True,"{'clf__n_estimators': 10, 'clf__min_samples_leaf': 1, 'clf__max_depth': 15, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.9031762438193145,0.9031762438193145,0.0,5
5,7.188998699188232,0.0,0.0950009822845459,0.0,1,2,20,gini,False,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 2, 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.8618040617928877,0.8618040617928877,0.0,7
6,47.6668381690979,0.0,0.29500484466552734,0.0,30,32,10,gini,False,"{'clf__n_estimators': 30, 'clf__min_samples_leaf': 32, 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.8381428611336146,0.8381428611336146,0.0,9
7,7.5929999351501465,0.0,0.07800006866455078,0.0,2,8,20,gini,True,"{'clf__n_estimators': 2, 'clf__min_samples_leaf': 8, 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.8652680392211638,0.8652680392211638,0.0,6
8,46.36984467506409,0.0,0.2989940643310547,0.0,25,2,15,gini,False,"{'clf__n_estimators': 25, 'clf__min_samples_leaf': 2, 'clf__max_depth': 15, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.9154677766293264,0.9154677766293264,0.0,3
9,62.46451711654663,0.0,0.24704742431640625,0.0,30,32,10,entropy,True,"{'clf__n_estimators': 30, 'clf__min_samples_leaf': 32, 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.8427242506355281,0.8427242506355281,0.0,8
