,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__learning_rate,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
2,92.38518571853638,0.0,0.26100707054138184,0.0,adam,constant,"(32, 32, 32, 32)",0.0001,tanh,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (32, 32, 32, 32), 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.9631533368718049,0.9631533368718049,0.0,1
1,215.12821793556213,0.0,0.15897107124328613,0.0,sgd,adaptive,"(32, 32, 32, 32)",0.05,tanh,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (32, 32, 32, 32), 'clf__alpha': 0.05, 'clf__activation': 'tanh'}",0.9409168366064196,0.9409168366064196,0.0,2
8,191.87005972862244,0.0,0.35503339767456055,0.0,adam,adaptive,"(128, 128, 128)",0.0001,logistic,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (128, 128, 128), 'clf__alpha': 0.0001, 'clf__activation': 'logistic'}",0.9361119646897784,0.9361119646897784,0.0,3
7,455.87778544425964,0.0,0.3509993553161621,0.0,sgd,adaptive,"(256, 256, 256)",0.001,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (256, 256, 256), 'clf__alpha': 0.001, 'clf__activation': 'identity'}",0.8904656814816884,0.8904656814816884,0.0,4
3,155.72919297218323,0.0,0.8819930553436279,0.0,adam,constant,"(256, 256, 256, 256)",0.1,identity,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (256, 256, 256, 256), 'clf__alpha': 0.1, 'clf__activation': 'identity'}",0.8850741682263877,0.8850741682263877,0.0,5
