,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__learning_rate,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,214.9149980545044,0.0,0.22199654579162598,0.0,sgd,adaptive,"(128, 128, 128, 128)",0.01,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (128, 128, 128, 128), 'clf__alpha': 0.01, 'clf__activation': 'identity'}",0.8911919993295527,0.8911919993295527,0.0,1
8,66.91499972343445,0.0,0.07600235939025879,0.0,sgd,constant,"(8, 8, 8, 8)",0.0001,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (8, 8, 8, 8), 'clf__alpha': 0.0001, 'clf__activation': 'identity'}",0.869123110875213,0.869123110875213,0.0,2
9,57.532001972198486,0.0,0.12799715995788574,0.0,sgd,constant,"(32, 32, 32, 32)",0.5,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (32, 32, 32, 32), 'clf__alpha': 0.5, 'clf__activation': 'identity'}",0.8486465346258066,0.8486465346258066,0.0,3
2,65.56499719619751,0.0,0.23600053787231445,0.0,adam,constant,"(128, 128)",1,identity,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (128, 128), 'clf__alpha': 1, 'clf__activation': 'identity'}",0.8277229935469452,0.8277229935469452,0.0,4
1,110.74999666213989,0.0,0.07399916648864746,0.0,sgd,constant,"(4, 4, 4)",0.001,tanh,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (4, 4, 4), 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.814258178059614,0.814258178059614,0.0,5
