,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__learning_rate,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,122.24454593658447,0.0,0.07698655128479004,0.0,sgd,adaptive,"(8, 8, 8, 8)",0.2,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (8, 8, 8, 8), 'clf__alpha': 0.2, 'clf__activation': 'identity'}",0.8375282844931139,0.8375282844931139,0.0,6
1,109.5174765586853,0.0,0.31599903106689453,0.0,sgd,adaptive,"(32, 32, 32)",0.0001,logistic,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (32, 32, 32), 'clf__alpha': 0.0001, 'clf__activation': 'logistic'}",0.09763387993407269,0.09763387993407269,0.0,10
2,32.42067337036133,0.0,0.1380012035369873,0.0,adam,adaptive,"(2, 2, 2)",0.0001,identity,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (2, 2, 2), 'clf__alpha': 0.0001, 'clf__activation': 'identity'}",0.7008129172835712,0.7008129172835712,0.0,7
3,318.3205623626709,0.0,0.8339495658874512,0.0,adam,adaptive,"(256, 256, 256)",0.0001,tanh,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (256, 256, 256), 'clf__alpha': 0.0001, 'clf__activation': 'tanh'}",0.9783222057714334,0.9783222057714334,0.0,1
4,48.94800162315369,0.0,0.16016793251037598,0.0,adam,constant,"(8, 8)",0.2,tanh,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (8, 8), 'clf__alpha': 0.2, 'clf__activation': 'tanh'}",0.9021147023493589,0.9021147023493589,0.0,3
5,150.86578559875488,0.0,0.6070046424865723,0.0,adam,adaptive,"(256, 256, 256)",0.001,identity,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (256, 256, 256), 'clf__alpha': 0.001, 'clf__activation': 'identity'}",0.8902701343688019,0.8902701343688019,0.0,4
6,87.97947454452515,0.0,0.149000883102417,0.0,sgd,adaptive,"(2, 2)",0.1,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (2, 2), 'clf__alpha': 0.1, 'clf__activation': 'identity'}",0.6851970835544878,0.6851970835544878,0.0,8
7,121.02552914619446,0.0,0.1900026798248291,0.0,adam,constant,"(32, 32, 32, 32)",0.5,relu,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (32, 32, 32, 32), 'clf__alpha': 0.5, 'clf__activation': 'relu'}",0.9230103081263793,0.9230103081263793,0.0,2
8,102.86602210998535,0.0,0.09900498390197754,0.0,adam,constant,"(2, 2, 2, 2)",0.001,relu,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (2, 2, 2, 2), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.4976394669944409,0.4976394669944409,0.0,9
9,112.71651005744934,0.0,0.0660398006439209,0.0,sgd,adaptive,"(4, 4)",0.2,tanh,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (4, 4), 'clf__alpha': 0.2, 'clf__activation': 'tanh'}",0.8471938989300779,0.8471938989300779,0.0,5
