,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_leaf,param_clf__max_depth,param_clf__criterion,param_clf__bootstrap,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,21.36646008491516,0.0,1.5480008125305176,0.0,1,4,30,gini,True,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 4, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.8262703578512166,0.8262703578512166,0.0,7
1,98.5405867099762,0.0,0.2260446548461914,0.0,25,8,15,entropy,False,"{'clf__n_estimators': 25, 'clf__min_samples_leaf': 8, 'clf__max_depth': 15, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.9259155795178367,0.9259155795178367,0.0,3
2,43.843581676483154,0.0,0.17600226402282715,0.0,10,4,50,gini,False,"{'clf__n_estimators': 10, 'clf__min_samples_leaf': 4, 'clf__max_depth': 50, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.9572589881833673,0.9572589881833673,0.0,1
3,88.51762676239014,0.0,0.2669544219970703,0.0,25,16,10,entropy,False,"{'clf__n_estimators': 25, 'clf__min_samples_leaf': 16, 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.8457691985361901,0.8457691985361901,0.0,6
4,22.627461910247803,0.0,0.286998987197876,0.0,1,8,15,entropy,True,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 8, 'clf__max_depth': 15, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.7827192222811967,0.7827192222811967,0.0,9
5,58.40258026123047,0.0,0.26200103759765625,0.0,20,32,30,gini,False,"{'clf__n_estimators': 20, 'clf__min_samples_leaf': 32, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.916976282928737,0.916976282928737,0.0,4
6,90.27463102340698,0.0,0.23595023155212402,0.0,20,8,20,entropy,False,"{'clf__n_estimators': 20, 'clf__min_samples_leaf': 8, 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.9521747632483168,0.9521747632483168,0.0,2
7,22.42246723175049,0.0,0.49000000953674316,0.0,1,32,20,entropy,True,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 32, 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.7600078218845154,0.7600078218845154,0.0,10
8,10.222120523452759,0.0,0.09600114822387695,0.0,5,16,10,gini,False,"{'clf__n_estimators': 5, 'clf__min_samples_leaf': 16, 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.7865742939352459,0.7865742939352459,0.0,8
9,18.512121438980103,0.0,0.10899949073791504,0.0,5,16,30,entropy,True,"{'clf__n_estimators': 5, 'clf__min_samples_leaf': 16, 'clf__max_depth': 30, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.8982316953934687,0.8982316953934687,0.0,5
