,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__colsample_bytree,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,123.71829319000244,0.0,0.24000120162963867,0.0,8,5,0.5,0.9,"{'clf__n_estimators': 8, 'clf__max_depth': 5, 'clf__learning_rate': 0.5, 'clf__colsample_bytree': 0.9}",0.859904461267704,0.859904461267704,0.0,3
1,774.060670375824,0.0,1.0269994735717773,0.0,512,2,0.01,0.3,"{'clf__n_estimators': 512, 'clf__max_depth': 2, 'clf__learning_rate': 0.01, 'clf__colsample_bytree': 0.3}",0.7796742743805347,0.7796742743805347,0.0,6
2,273.5342929363251,0.0,0.7139999866485596,0.0,64,4,0.1,0.3,"{'clf__n_estimators': 64, 'clf__max_depth': 4, 'clf__learning_rate': 0.1, 'clf__colsample_bytree': 0.3}",0.8523898650724921,0.8523898650724921,0.0,4
3,112.40618681907654,0.0,0.37200045585632324,0.0,32,3,0.001,0.3,"{'clf__n_estimators': 32, 'clf__max_depth': 3, 'clf__learning_rate': 0.001, 'clf__colsample_bytree': 0.3}",0.7228538704360701,0.7228538704360701,0.0,9
4,63.789188861846924,0.0,0.19499945640563965,0.0,8,3,0.0001,0.7,"{'clf__n_estimators': 8, 'clf__max_depth': 3, 'clf__learning_rate': 0.0001, 'clf__colsample_bytree': 0.7}",0.6948347626896109,0.6948347626896109,0.0,10
5,284.71628880500793,0.0,0.3449983596801758,0.0,32,4,0.01,0.7,"{'clf__n_estimators': 32, 'clf__max_depth': 4, 'clf__learning_rate': 0.01, 'clf__colsample_bytree': 0.7}",0.7746179847473252,0.7746179847473252,0.0,7
6,722.5366473197937,0.0,0.5619931221008301,0.0,64,5,0.2,1,"{'clf__n_estimators': 64, 'clf__max_depth': 5, 'clf__learning_rate': 0.2, 'clf__colsample_bytree': 1}",0.9232058552392659,0.9232058552392659,0.0,2
7,436.21538972854614,0.0,0.3950021266937256,0.0,32,5,0.001,1,"{'clf__n_estimators': 32, 'clf__max_depth': 5, 'clf__learning_rate': 0.001, 'clf__colsample_bytree': 1}",0.7524373550856217,0.7524373550856217,0.0,8
8,950.2421960830688,0.0,0.8069570064544678,0.0,128,6,0.001,0.7,"{'clf__n_estimators': 128, 'clf__max_depth': 6, 'clf__learning_rate': 0.001, 'clf__colsample_bytree': 0.7}",0.8383384082465011,0.8383384082465011,0.0,5
9,652.7894818782806,0.0,1.3129961490631104,0.0,256,4,0.5,0.3,"{'clf__n_estimators': 256, 'clf__max_depth': 4, 'clf__learning_rate': 0.5, 'clf__colsample_bytree': 0.3}",0.9664217671871944,0.9664217671871944,0.0,1
