,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__penalty,param_clf__C,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,29.14299750328064,0.0,0.05200028419494629,0.0,lbfgs,l2,1,"{'clf__solver': 'lbfgs', 'clf__penalty': 'l2', 'clf__C': 1}",0.8695421404028271,0.8695421404028271,0.0,6
1,496.5672883987427,0.0,0.02700066566467285,0.0,newton-cg,none,0.1,"{'clf__solver': 'newton-cg', 'clf__penalty': 'none', 'clf__C': 0.1}",0.8951308768891247,0.8951308768891247,0.0,2
2,11.896998643875122,0.0,0.06300091743469238,0.0,sag,l2,0.1,"{'clf__solver': 'sag', 'clf__penalty': 'l2', 'clf__C': 0.1}",0.8233930217616001,0.8233930217616001,0.0,8
3,46.71199655532837,0.0,0.04703474044799805,0.0,sag,none,0.1,"{'clf__solver': 'sag', 'clf__penalty': 'none', 'clf__C': 0.1}",0.8951867474928067,0.8951867474928067,0.0,1
4,13.292998552322388,0.0,0.09900927543640137,0.0,sag,l2,0.5,"{'clf__solver': 'sag', 'clf__penalty': 'l2', 'clf__C': 0.5}",0.8657150040506187,0.8657150040506187,0.0,7
5,11.869997501373291,0.0,0.06599998474121094,0.0,sag,l2,0.01,"{'clf__solver': 'sag', 'clf__penalty': 'l2', 'clf__C': 0.01}",0.7326870966840797,0.7326870966840797,0.0,10
6,12.352999448776245,0.0,0.0800015926361084,0.0,sag,l2,0.05,"{'clf__solver': 'sag', 'clf__penalty': 'l2', 'clf__C': 0.05}",0.7974131910495292,0.7974131910495292,0.0,9
7,52.02799916267395,0.0,0.037003517150878906,0.0,saga,none,0.1,"{'clf__solver': 'saga', 'clf__penalty': 'none', 'clf__C': 0.1}",0.894153141324692,0.894153141324692,0.0,3
8,24.184998750686646,0.0,0.05699968338012695,0.0,lbfgs,none,0.1,"{'clf__solver': 'lbfgs', 'clf__penalty': 'none', 'clf__C': 0.1}",0.8768332541833115,0.8768332541833115,0.0,4
9,24.33199906349182,0.0,0.04200148582458496,0.0,lbfgs,none,0.01,"{'clf__solver': 'lbfgs', 'clf__penalty': 'none', 'clf__C': 0.01}",0.8768332541833115,0.8768332541833115,0.0,4
