,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__learning_rate,param_clf__base_estimator,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,5.133002042770386,0.0,0.5230002403259277,0.0,10,10,BernoulliNB(),"{'clf__n_estimators': 10, 'clf__learning_rate': 10, 'clf__base_estimator': BernoulliNB()}",0.1035561639243512,0.1035561639243512,0.0,8
1,21.434518814086914,0.0,1.819000482559204,0.0,100,5,BernoulliNB(),"{'clf__n_estimators': 100, 'clf__learning_rate': 5, 'clf__base_estimator': BernoulliNB()}",0.10012012179791603,0.10012012179791603,0.0,9
2,1012.5784952640533,0.0,0.85896897315979,0.0,100,1,SGDClassifier(),"{'clf__n_estimators': 100, 'clf__learning_rate': 1, 'clf__base_estimator': SGDClassifier()}",0.2309132050171802,0.2309132050171802,0.0,5
3,2168.4133212566376,0.0,1.5260303020477295,0.0,250,5,SGDClassifier(),"{'clf__n_estimators': 250, 'clf__learning_rate': 5, 'clf__base_estimator': SGDClassifier()}",0.1808531441182222,0.1808531441182222,0.0,7
4,552.9553713798523,0.0,0.5310065746307373,0.0,50,0.1,SGDClassifier(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.1, 'clf__base_estimator': SGDClassifier()}",0.21856580160348632,0.21856580160348632,0.0,6
5,53.31251788139343,0.0,0.46899962425231934,0.0,150,1,Perceptron(),"{'clf__n_estimators': 150, 'clf__learning_rate': 1, 'clf__base_estimator': Perceptron()}",0.41523032656367853,0.41523032656367853,0.0,3
6,75.47151780128479,0.0,0.5229988098144531,0.0,50,0.1,Perceptron(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.1, 'clf__base_estimator': Perceptron()}",0.4704863536050507,0.4704863536050507,0.0,2
7,29.88651704788208,0.0,0.4590017795562744,0.0,10,0.001,Perceptron(),"{'clf__n_estimators': 10, 'clf__learning_rate': 0.001, 'clf__base_estimator': Perceptron()}",0.538425007682208,0.538425007682208,0.0,1
8,13.077517747879028,0.0,0.3560001850128174,0.0,10,5,Perceptron(),"{'clf__n_estimators': 10, 'clf__learning_rate': 5, 'clf__base_estimator': Perceptron()}",0.3234628600162025,0.3234628600162025,0.0,4
9,10.297998189926147,0.0,0.8540031909942627,0.0,50,0.001,BernoulliNB(),"{'clf__n_estimators': 50, 'clf__learning_rate': 0.001, 'clf__base_estimator': BernoulliNB()}",0.09782942704695924,0.09782942704695924,0.0,10
