,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__learning_rate,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,31.073400259017944,0.0,0.6400012969970703,0.0,sgd,constant,"(32, 32, 32, 32)",0.2,logistic,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (32, 32, 32, 32), 'clf__alpha': 0.2, 'clf__activation': 'logistic'}",0.09763387993407269,0.09763387993407269,0.0,9
1,52.11944890022278,0.0,0.37200117111206055,0.0,sgd,adaptive,"(8, 8, 8, 8)",0.05,logistic,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (8, 8, 8, 8), 'clf__alpha': 0.05, 'clf__activation': 'logistic'}",0.09763387993407269,0.09763387993407269,0.0,9
2,112.22448396682739,0.0,0.1979670524597168,0.0,sgd,adaptive,"(4, 4, 4, 4)",0.5,tanh,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (4, 4, 4, 4), 'clf__alpha': 0.5, 'clf__activation': 'tanh'}",0.44042796882420315,0.44042796882420315,0.0,6
3,95.85245251655579,0.0,0.5119965076446533,0.0,adam,adaptive,"(64, 64, 64, 64)",1,tanh,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (64, 64, 64, 64), 'clf__alpha': 1, 'clf__activation': 'tanh'}",0.666675978433947,0.666675978433947,0.0,2
4,94.81545424461365,0.0,0.26099634170532227,0.0,sgd,constant,"(8, 8, 8)",0.001,relu,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (8, 8, 8), 'clf__alpha': 0.001, 'clf__activation': 'relu'}",0.6637707070424896,0.6637707070424896,0.0,4
5,133.5084478855133,0.0,0.25603461265563965,0.0,sgd,constant,"(64, 64)",0.001,tanh,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (64, 64), 'clf__alpha': 0.001, 'clf__activation': 'tanh'}",0.6638545129480125,0.6638545129480125,0.0,3
6,755.8635907173157,0.0,0.698986291885376,0.0,sgd,adaptive,"(256, 256, 256, 256)",0.0001,relu,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (256, 256, 256, 256), 'clf__alpha': 0.0001, 'clf__activation': 'relu'}",0.7219878760790011,0.7219878760790011,0.0,1
7,17.277403354644775,0.0,0.543999195098877,0.0,sgd,constant,"(32, 32)",0.05,logistic,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (32, 32), 'clf__alpha': 0.05, 'clf__activation': 'logistic'}",0.10081850434393944,0.10081850434393944,0.0,7
8,19.550048351287842,0.0,0.41300010681152344,0.0,adam,adaptive,"(2, 2)",0.05,relu,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (2, 2), 'clf__alpha': 0.05, 'clf__activation': 'relu'}",0.44238343995306867,0.44238343995306867,0.0,5
9,12.617045640945435,0.0,0.4200019836425781,0.0,sgd,constant,"(4, 4, 4, 4)",0.1,logistic,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (4, 4, 4, 4), 'clf__alpha': 0.1, 'clf__activation': 'logistic'}",0.09782942704695924,0.09782942704695924,0.0,8
