,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__learning_rate,param_clf__hidden_layer_sizes,param_clf__alpha,param_clf__activation,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,101.35445284843445,0.0,0.05199718475341797,0.0,sgd,adaptive,"(8, 8)",1,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (8, 8), 'clf__alpha': 1, 'clf__activation': 'identity'}",0.7934463781881164,0.7934463781881164,0.0,5
1,39.25540280342102,0.0,0.12900090217590332,0.0,adam,adaptive,"(8, 8)",0.1,tanh,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (8, 8), 'clf__alpha': 0.1, 'clf__activation': 'tanh'}",0.9080928569433193,0.9080928569433193,0.0,2
2,57.88240313529968,0.0,0.2709991931915283,0.0,adam,constant,"(128, 128)",0.01,identity,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (128, 128), 'clf__alpha': 0.01, 'clf__activation': 'identity'}",0.8927563762326451,0.8927563762326451,0.0,3
3,72.09045243263245,0.0,0.08299970626831055,0.0,sgd,adaptive,"(2, 2)",0.05,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (2, 2), 'clf__alpha': 0.05, 'clf__activation': 'identity'}",0.6850574070452832,0.6850574070452832,0.0,7
4,72.44045233726501,0.0,0.0689992904663086,0.0,sgd,adaptive,"(2, 2)",0.001,identity,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (2, 2), 'clf__alpha': 0.001, 'clf__activation': 'identity'}",0.6862306897226025,0.6862306897226025,0.0,6
5,226.60007882118225,0.0,0.12398099899291992,0.0,sgd,adaptive,"(128, 128)",0.01,relu,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (128, 128), 'clf__alpha': 0.01, 'clf__activation': 'relu'}",0.9180936950023745,0.9180936950023745,0.0,1
6,124.11496376991272,0.0,0.20998239517211914,0.0,sgd,adaptive,"(64, 64, 64, 64)",0.1,logistic,"{'clf__solver': 'sgd', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (64, 64, 64, 64), 'clf__alpha': 0.1, 'clf__activation': 'logistic'}",0.09782942704695924,0.09782942704695924,0.0,10
7,100.01545691490173,0.0,0.0859994888305664,0.0,sgd,constant,"(8, 8)",0.01,tanh,"{'clf__solver': 'sgd', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (8, 8), 'clf__alpha': 0.01, 'clf__activation': 'tanh'}",0.8888174986730731,0.8888174986730731,0.0,4
8,12.701002836227417,0.0,0.09299755096435547,0.0,adam,adaptive,"(2, 2, 2, 2)",0.01,logistic,"{'clf__solver': 'adam', 'clf__learning_rate': 'adaptive', 'clf__hidden_layer_sizes': (2, 2, 2, 2), 'clf__alpha': 0.01, 'clf__activation': 'logistic'}",0.0989468391205967,0.0989468391205967,0.0,9
9,43.265048027038574,0.0,0.08200478553771973,0.0,adam,constant,"(2, 2)",0.1,relu,"{'clf__solver': 'adam', 'clf__learning_rate': 'constant', 'clf__hidden_layer_sizes': (2, 2), 'clf__alpha': 0.1, 'clf__activation': 'relu'}",0.4542000726317848,0.4542000726317848,0.0,8
