,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_leaf,param_clf__max_depth,param_clf__criterion,param_clf__bootstrap,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,18.245620727539062,0.0,0.378002405166626,0.0,20,16,30,gini,True,"{'clf__n_estimators': 20, 'clf__min_samples_leaf': 16, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.8012403274017376,0.8012403274017376,0.0,5
1,3.1196250915527344,0.0,0.28100085258483887,0.0,1,16,15,gini,True,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 16, 'clf__max_depth': 15, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.7130485794899014,0.7130485794899014,0.0,10
2,7.239621877670288,0.0,0.42800092697143555,0.0,5,8,30,gini,True,"{'clf__n_estimators': 5, 'clf__min_samples_leaf': 8, 'clf__max_depth': 30, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.8131687012878174,0.8131687012878174,0.0,4
3,15.611623048782349,0.0,0.39799928665161133,0.0,10,1,20,gini,False,"{'clf__n_estimators': 10, 'clf__min_samples_leaf': 1, 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.8771964131072436,0.8771964131072436,0.0,2
4,6.68262243270874,0.0,0.38499999046325684,0.0,2,4,15,entropy,True,"{'clf__n_estimators': 2, 'clf__min_samples_leaf': 4, 'clf__max_depth': 15, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.7630248344833366,0.7630248344833366,0.0,8
5,4.4156224727630615,0.0,0.4030001163482666,0.0,1,16,50,entropy,True,"{'clf__n_estimators': 1, 'clf__min_samples_leaf': 16, 'clf__max_depth': 50, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.7170153923513144,0.7170153923513144,0.0,9
6,15.94362759590149,0.0,0.2809946537017822,0.0,5,1,20,entropy,False,"{'clf__n_estimators': 5, 'clf__min_samples_leaf': 1, 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': False}",0.8861636449981842,0.8861636449981842,0.0,1
7,19.307669639587402,0.0,0.3289985656738281,0.0,25,32,15,gini,True,"{'clf__n_estimators': 25, 'clf__min_samples_leaf': 32, 'clf__max_depth': 15, 'clf__criterion': 'gini', 'clf__bootstrap': True}",0.769449953906752,0.769449953906752,0.0,7
8,24.49799680709839,0.0,0.331035852432251,0.0,30,16,20,gini,False,"{'clf__n_estimators': 30, 'clf__min_samples_leaf': 16, 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__bootstrap': False}",0.819956979635165,0.819956979635165,0.0,3
9,10.382999420166016,0.0,0.351001501083374,0.0,5,16,20,entropy,True,"{'clf__n_estimators': 5, 'clf__min_samples_leaf': 16, 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__bootstrap': True}",0.7862670056149956,0.7862670056149956,0.0,6
